SUBMOSTRA;DL;DE;F/MAX;F/DEP;F/ID;M/MAX
603;9;0,14516129;9;0;0;19;
604;0;0,0;0;0;0;21;
605;7;0,23333333;7;0;0;0;
606;0;0,0;0;0;0;0;
607;0;0,0;0;0;0;0;
608;0;0,0;0;0;0;14;
609;0;0,0;0;0;0;0;
610;0;0,0;0;0;0;25;
611;3;0,09375;3;0;0;0;
612;0;0,0;0;0;0;0;
613;0;0,0;0;0;0;4;
614;5;0,072463766;5;0;0;16;
615;0;0,0;0;0;0;0;
616;0;0,0;0;0;0;11;
617;3;0,05882353;3;0;0;15;
618;7;0,25;7;0;0;0;
619;7;0,09210526;7;0;0;34;
620;0;0,0;0;0;0;23;
621;0;0,0;0;0;0;6;
622;0;0,0;0;0;0;2;
623;0;0,0;0;0;0;4;
624;14;0,3255814;14;0;0;0;
625;8;0,10958904;8;0;0;20;
626;4;0,074074075;4;0;0;16;
627;2;0,040816326;2;0;0;14;
628;0;0,0;0;0;0;0;
629;4;0,114285715;0;4;0;0;
630;3;0,06818182;0;3;0;15;
631;5;0,17857143;5;0;0;0;
632;5;0,13157895;4;0;0;4;
633;0;0,0;0;0;0;9;
634;2;0,06666667;0;2;0;0;
635;6;0,10344828;0;0;6;38;
636;18;0,6;7;0;0;0;
637;15;0,21428572;14;0;0;0;
638;6;0,092307694;6;0;0;26;
639;0;0,0;0;0;0;9;
640;3;0,21428572;3;0;0;0;
641;0;0,0;0;0;0;0;
642;6;0,19354838;6;0;0;0;
643;0;0,0;0;0;0;0;
644;0;0,0;0;0;0;0;
645;14;0,18666667;11;0;0;16;
646;10;0,14925373;5;0;0;28;
647;7;0,11290322;5;0;0;21;
648;9;0,16666667;9;0;0;0;
649;3;0,050847456;0;3;0;22;
650;17;0,22666667;17;0;0;26;
651;3;0,055555556;0;3;0;18;
652;3;0,05172414;3;0;0;20;
653;21;0,2625;17;0;0;4;
654;0;0,0;0;0;0;1;
655;0;0,0;0;0;0;0;
656;0;0,0;0;0;0;0;
657;9;0,20454545;9;0;0;4;
658;7;0,11666667;7;0;0;18;
659;6;0,33333334;6;0;0;0;
660;0;0,0;0;0;0;0;
661;0;0,0;0;0;0;2;
662;6;0,10344828;0;1;0;24;
663;4;0,16;4;0;0;0;
664;0;0,0;0;0;0;0;
665;0;0,0;0;0;0;0;
666;0;0,0;0;0;0;0;
667;0;0,0;0;0;0;0;
668;0;0,0;0;0;0;0;
669;0;0,0;0;0;0;4;
670;0;0,0;0;0;0;8;
671;0;0,0;0;0;0;0;
672;0;0,0;0;0;0;0;
673;0;0,0;0;0;0;11;
674;0;0,0;0;0;0;0;
675;0;0,0;0;0;0;26;
676;0;0,0;0;0;0;16;
677;0;0,0;0;0;0;0;
678;0;0,0;0;0;0;0;
679;0;0,0;0;0;0;11;
680;20;0,23529412;20;0;0;4;
681;0;0,0;0;0;0;0;
682;0;0,0;0;0;0;4;
683;0;0,0;0;0;0;0;
684;3;0,04477612;3;0;0;3;
685;3;0,083333336;3;0;0;0;
686;0;0,0;0;0;0;0;
687;0;0,0;0;0;0;19;
688;0;0,0;0;0;0;0;
689;0;0,0;0;0;0;5;
690;3;0,05357143;2;0;0;21;
691;0;0,0;0;0;0;6;
692;0;0,0;0;0;0;12;
693;0;0,0;0;0;0;15;
694;0;0,0;0;0;0;1;
695;0;0,0;0;0;0;0;
696;0;0,0;0;0;0;2;
697;0;0,0;0;0;0;6;
698;3;0,06382979;3;0;0;0;
699;0;0,0;0;0;0;0;
700;6;0,13636364;0;0;6;25;
701;0;0,0;0;0;0;0;
702;0;0,0;0;0;0;14;
703;0;0,0;0;0;0;0;
704;0;0,0;0;0;0;5;
705;3;0,06521739;3;0;0;10;
706;0;0,0;0;0;0;0;
707;8;0,15384616;0;2;0;6;
708;0;0,0;0;0;0;1;
709;1;0,019607844;0;1;0;7;
710;0;0,0;0;0;0;10;
711;3;0,0625;3;0;0;0;
712;3;0,23076923;3;0;0;0;
713;0;0,0;0;0;0;20;
714;0;0,0;0;0;0;0;
715;7;0,175;7;0;0;3;
716;0;0,0;0;0;0;0;
717;0;0,0;0;0;0;4;
718;17;0,27868852;12;0;0;8;
719;0;0,0;0;0;0;0;
720;3;0,125;3;0;0;0;
721;53;0,49074075;45;0;0;29;
722;11;0,23913044;11;0;0;0;
723;0;0,0;0;0;0;23;
724;0;0,0;0;0;0;0;
725;5;0,08196721;5;0;0;20;
726;3;0,05357143;3;0;0;4;
727;0;0,0;0;0;0;27;
728;0;0,0;0;0;0;0;
729;0;0,0;0;0;0;0;
730;1;0,020833334;1;0;0;16;
731;0;0,0;0;0;0;7;
732;0;0,0;0;0;0;9;
733;0;0,0;0;0;0;0;
734;0;0,0;0;0;0;6;
735;9;0,3;0;7;0;0;
736;3;0,1;0;1;0;0;
737;0;0,0;0;0;0;13;
738;0;0,0;0;0;0;12;
739;1;0,023255814;0;1;0;23;
740;0;0,0;0;0;0;0;
741;0;0,0;0;0;0;5;
742;0;0,0;0;0;0;0;
743;0;0,0;0;0;0;0;
744;0;0,0;0;0;0;0;
745;0;0,0;0;0;0;0;
746;0;0,0;0;0;0;1;
747;0;0,0;0;0;0;0;
748;0;0,0;0;0;0;0;
749;3;0,12;3;0;0;0;
750;0;0,0;0;0;0;0;
751;0;0,0;0;0;0;0;
752;0;0,0;0;0;0;8;
753;0;0,0;0;0;0;8;
754;0;0,0;0;0;0;0;
755;3;0,1;3;0;0;1;
